DV IV label Estimate SE P-value lowerCI upperCI AIC replica h2 Tagged prs_noise
ab a*b ia 0.2081534247 0.007671935 0 0.1931167089 0.2231901405 46942.2614182571 7 0.6 0.6 0.5
db d*b ha 0.209467474 0.007706645 0 0.1943627271 0.224572221 46942.2614182571 7 0.6 0.6 0.5
total_mum c+(a*b) total_mum 0.2173928223 0.010506559 0 0.1968003453 0.2379852993 46942.2614182571 7 0.6 0.6 0.5
total_dad f+(d*b) total_dad 0.2177440709 0.010446442 0 0.1972694199 0.2382187218 46942.2614182571 7 0.6 0.6 0.5
offspring_phenotype maternal_prs c -0.004589479 0.012275967 0.7085093 -0.028649932 0.019470974 46448.7916462512 8 0.6 0.6 0.5
offspring_phenotype paternal_prs b 0.003950247 0.01214674 0.7450218 -0.019856925 0.027757419 46448.7916462512 8 0.6 0.6 0.5
offspring_prs maternal_prs i 0.504114726 0.007102584 0 0.490193917 0.518035535 46448.7916462512 8 0.6 0.6 0.5
offspring_prs paternal_prs h 0.49203498 0.007075401 0 0.478167448 0.505902511 46448.7916462512 8 0.6 0.6 0.5
offspring_phenotype offspring_prs a 0.408803674 0.0140945 0 0.381178962 0.436428385 46448.7916462512 8 0.6 0.6 0.5
ab a*b ia 0.206083952 0.007675622 0 0.191040008 0.221127896 46448.7916462512 8 0.6 0.6 0.5
db d*b ha 0.201145707 0.007514008 0 0.186418523 0.215872891 46448.7916462512 8 0.6 0.6 0.5
total_mum c+(a*b) total_mum 0.201494473 0.010423317 0 0.181065148 0.221923798 46448.7916462512 8 0.6 0.6 0.5
total_dad f+(d*b) total_dad 0.205095955 0.010383425 0 0.184744816 0.225447093 46448.7916462512 8 0.6 0.6 0.5
offspring_phenotype maternal_prs c 0.020545302 0.012036849 0.08784674 -0.0030464879 0.044137093 46558.8178692101 9 0.6 0.6 0.5
offspring_phenotype paternal_prs b 0.024552422 0.01207386 0.04200013 0.0008880916 0.048216753 46558.8178692101 9 0.6 0.6 0.5
offspring_prs maternal_prs i 0.500715844 0.007020546 0 0.4869558277 0.514475861 46558.8178692101 9 0.6 0.6 0.5
offspring_prs paternal_prs h 0.498840909 0.007066361 0 0.4849910961 0.512690723 46558.8178692101 9 0.6 0.6 0.5
offspring_phenotype offspring_prs a 0.393368595 0.013958669 0 0.3660101065 0.420727082 46558.8178692101 9 0.6 0.6 0.5
ab a*b ia 0.196965888 0.007515149 0 0.1822364666 0.211695309 46558.8178692101 9 0.6 0.6 0.5
db d*b ha 0.196228347 0.007497478 0 0.1815335609 0.210923134 46558.8178692101 9 0.6 0.6 0.5
total_mum c+(a*b) total_mum 0.21751119 0.010181445 0 0.1975559248 0.237466456 46558.8178692101 9 0.6 0.6 0.5
total_dad f+(d*b) total_dad 0.22078077 0.010247888 0 0.2006952779 0.240866262 46558.8178692101 9 0.6 0.6 0.5
offspring_phenotype maternal_prs c -0.0116432633 0.012057815 0.3342345 -0.0352761471 0.0119896205 46688.0379572421 10 0.6 0.6 0.5
offspring_phenotype paternal_prs b 0.0017038594 0.012195576 0.8888881 -0.0221990308 0.0256067495 46688.0379572421 10 0.6 0.6 0.5
offspring_prs maternal_prs i 0.4906697752 0.007046139 0 0.4768595961 0.5044799543 46688.0379572421 10 0.6 0.6 0.5
offspring_prs paternal_prs h 0.5024813093 0.007083024 0 0.4885988373 0.5163637813 46688.0379572421 10 0.6 0.6 0.5
offspring_phenotype offspring_prs a 0.4164604033 0.014043161 0 0.3889363127 0.443984494 46688.0379572421 10 0.6 0.6 0.5
ab a*b ia 0.2043445325 0.007489371 0 0.1896656358 0.2190234292 46688.0379572421 10 0.6 0.6 0.5
db d*b ha 0.2092635687 0.007648167 0 0.1942734361 0.2242537014 46688.0379572421 10 0.6 0.6 0.5
total_mum c+(a*b) total_mum 0.1927012692 0.010320954 0 0.1724725711 0.2129299672 46688.0379572421 10 0.6 0.6 0.5
total_dad f+(d*b) total_dad 0.2109674281 0.010374982 0 0.1906328378 0.2313020184 46688.0379572421 10 0.6 0.6 0.5
offspring_phenotype maternal_prs c 0.015807348 0.012323852 0.1996102 -0.008346959 0.039961655 46738.9604588176 11 0.6 0.6 0.5
offspring_phenotype paternal_prs b -0.006442898 0.012077567 0.5937152 -0.030114494 0.017228698 46738.9604588176 11 0.6 0.6 0.5
offspring_prs maternal_prs i 0.507165815 0.007093248 0 0.493263304 0.521068326 46738.9604588176 11 0.6 0.6 0.5
offspring_prs paternal_prs h 0.485478028 0.007032659 0 0.47169427 0.499261786 46738.9604588176 11 0.6 0.6 0.5
offspring_phenotype offspring_prs a 0.396993777 0.014133092 0 0.369293426 0.424694128 46738.9604588176 11 0.6 0.6 0.5
ab a*b ia 0.201341673 0.007701128 0 0.186247739 0.216435607 46738.9604588176 11 0.6 0.6 0.5
db d*b ha 0.192731756 0.007407587 0 0.178213153 0.207250359 46738.9604588176 11 0.6 0.6 0.5
total_mum c+(a*b) total_mum 0.217149021 0.010412944 0 0.196740026 0.237558016 46738.9604588176 11 0.6 0.6 0.5
total_dad f+(d*b) total_dad 0.186288858 0.010323998 0 0.166054194 0.206523522 46738.9604588176 11 0.6 0.6 0.5
offspring_phenotype maternal_prs c -0.014360464 0.012189691 0.2387636 -0.038251819 0.009530891 46621.6771941403 12 0.6 0.6 0.5
offspring_phenotype paternal_prs b 0.017989908 0.012220611 0.140995 -0.005962049 0.041941865 46621.6771941403 12 0.6 0.6 0.5
offspring_prs maternal_prs i 0.495249952 0.007038441 0 0.481454862 0.509045042 46621.6771941403 12 0.6 0.6 0.5
offspring_prs paternal_prs h 0.502709804 0.007012233 0 0.488966081 0.516453528 46621.6771941403 12 0.6 0.6 0.5
offspring_phenotype offspring_prs a 0.419673636 0.014163827 0 0.391913045 0.447434227 46621.6771941403 12 0.6 0.6 0.5
ab a*b ia 0.207843348 0.007611197 0 0.192925676 0.22276102 46621.6771941403 12 0.6 0.6 0.5
db d*b ha 0.210974051 0.007704477 0 0.195873555 0.226074548 46621.6771941403 12 0.6 0.6 0.5
total_mum c+(a*b) total_mum 0.193482884 0.010397533 0 0.173104095 0.213861674 46621.6771941403 12 0.6 0.6 0.5
total_dad f+(d*b) total_dad 0.22896396 0.010358817 0 0.208661052 0.249266868 46621.6771941403 12 0.6 0.6 0.5
offspring_phenotype maternal_prs c -0.0116716588 0.012153334 0.3368706 -0.035491756 0.012148439 46297.2636659698 13 0.6 0.6 0.5
offspring_phenotype paternal_prs b 0.0003450116 0.012259203 0.977548 -0.023682585 0.024372608 46297.2636659698 13 0.6 0.6 0.5
offspring_prs maternal_prs i 0.4882231689 0.00707066 0 0.474364929 0.502081409 46297.2636659698 13 0.6 0.6 0.5
offspring_prs paternal_prs h 0.5103960606 0.007005134 0 0.49666625 0.524125871 46297.2636659698 13 0.6 0.6 0.5
offspring_phenotype offspring_prs a 0.4311636113 0.01414418 0 0.403441529 0.458885694 46297.2636659698 13 0.6 0.6 0.5
ab a*b ia 0.2105040646 0.007548522 0 0.195709233 0.225298896 46297.2636659698 13 0.6 0.6 0.5
db d*b ha 0.2200642086 0.0078255 0 0.20472651 0.235401908 46297.2636659698 13 0.6 0.6 0.5
total_mum c+(a*b) total_mum 0.1988324059 0.01045521 0 0.178340571 0.219324241 46297.2636659698 13 0.6 0.6 0.5
total_dad f+(d*b) total_dad 0.2204092202 0.010358317 0 0.200107291 0.240711149 46297.2636659698 13 0.6 0.6 0.5
offspring_phenotype maternal_prs c -0.002578826 0.012307666 0.8340345 -0.026701407 0.021543756 46804.6723432047 14 0.6 0.6 0.5
offspring_phenotype paternal_prs b 0.005641333 0.012246194 0.6450425 -0.018360766 0.029643431 46804.6723432047 14 0.6 0.6 0.5
offspring_prs maternal_prs i 0.516810832 0.007052676 0 0.50298784 0.530633823 46804.6723432047 14 0.6 0.6 0.5
offspring_prs paternal_prs h 0.498267425 0.007131674 0 0.4842896 0.512245249 46804.6723432047 14 0.6 0.6 0.5
offspring_phenotype offspring_prs a 0.399722591 0.014076288 0 0.372133575 0.427311608 46804.6723432047 14 0.6 0.6 0.5
ab a*b ia 0.206580965 0.00780191 0 0.191289503 0.221872427 46804.6723432047 14 0.6 0.6 0.5
db d*b ha 0.199168746 0.007570945 0 0.184329967 0.214007526 46804.6723432047 14 0.6 0.6 0.5
total_mum c+(a*b) total_mum 0.204002139 0.01032006 0 0.183775192 0.224229086 46804.6723432047 14 0.6 0.6 0.5
total_dad f+(d*b) total_dad 0.204810079 0.010435657 0 0.184356567 0.22526359 46804.6723432047 14 0.6 0.6 0.5
offspring_phenotype maternal_prs c -0.002706592 0.012246755 0.8250886 -0.026709792 0.021296607 46900.4572400013 15 0.6 0.6 0.5
offspring_phenotype paternal_prs b -0.009457249 0.012149621 0.436334 -0.033270068 0.01435557 46900.4572400013 15 0.6 0.6 0.5
offspring_prs maternal_prs i 0.495372662 0.007236099 0 0.481190169 0.509555156 46900.4572400013 15 0.6 0.6 0.5
offspring_prs paternal_prs h 0.496557873 0.007143426 0 0.482557016 0.51055873 46900.4572400013 15 0.6 0.6 0.5
offspring_phenotype offspring_prs a 0.419435301 0.013965496 0 0.392063432 0.446807169 46900.4572400013 15 0.6 0.6 0.5
ab a*b ia 0.207776781 0.00755461 0 0.192970018 0.222583545 46900.4572400013 15 0.6 0.6 0.5
db d*b ha 0.208273901 0.00755427 0 0.193467804 0.223079997 46900.4572400013 15 0.6 0.6 0.5
total_mum c+(a*b) total_mum 0.205070189 0.010551505 0 0.18438962 0.225750758 46900.4572400013 15 0.6 0.6 0.5
total_dad f+(d*b) total_dad 0.198816652 0.010416371 0 0.17840094 0.219232363 46900.4572400013 15 0.6 0.6 0.5
offspring_phenotype maternal_prs c 0.01081728 0.011533544 0.3482971 -0.01178805 0.033422611 47931.3117221606 1 0.6 0.6 0.6
offspring_phenotype paternal_prs b -0.001376795 0.011398762 0.9038616 -0.023717958 0.020964368 47931.3117221606 1 0.6 0.6 0.6
offspring_prs maternal_prs i 0.484155795 0.007183857 0 0.470075693 0.498235897 47931.3117221606 1 0.6 0.6 0.6
offspring_prs paternal_prs h 0.484589818 0.007058468 0 0.470755475 0.498424161 47931.3117221606 1 0.6 0.6 0.6
offspring_phenotype offspring_prs a 0.374042139 0.013313486 0 0.347948186 0.400136092 47931.3117221606 1 0.6 0.6 0.6
ab a*b ia 0.181094669 0.006983457 0 0.167407344 0.194781994 47931.3117221606 1 0.6 0.6 0.6
db d*b ha 0.181257012 0.006970893 0 0.167594313 0.194919711 47931.3117221606 1 0.6 0.6 0.6
total_mum c+(a*b) total_mum 0.19191195 0.009934515 0 0.172440657 0.211383242 47931.3117221606 1 0.6 0.6 0.6
total_dad f+(d*b) total_dad 0.179880217 0.009761115 0 0.160748783 0.199011651 47931.3117221606 1 0.6 0.6 0.6
offspring_phenotype maternal_prs c 0.011490526 0.011693369 0.3257782 -0.011428056 0.034409108 48126.7064839768 2 0.6 0.6 0.6
offspring_phenotype paternal_prs b -0.00766527 0.011806347 0.5161768 -0.030805284 0.015474745 48126.7064839768 2 0.6 0.6 0.6
offspring_prs maternal_prs i 0.499752234 0.007130339 0 0.485777026 0.513727442 48126.7064839768 2 0.6 0.6 0.6
offspring_prs paternal_prs h 0.502446785 0.00721414 0 0.488307331 0.516586239 48126.7064839768 2 0.6 0.6 0.6
offspring_phenotype offspring_prs a 0.373448376 0.013429395 0 0.347127246 0.399769506 48126.7064839768 2 0.6 0.6 0.6
ab a*b ia 0.18663166 0.007220323 0 0.172480087 0.200783233 48126.7064839768 2 0.6 0.6 0.6
db d*b ha 0.187637936 0.007265517 0 0.173397784 0.201878087 48126.7064839768 2 0.6 0.6 0.6
total_mum c+(a*b) total_mum 0.198122186 0.009938962 0 0.178642179 0.217602194 48126.7064839768 2 0.6 0.6 0.6
total_dad f+(d*b) total_dad 0.179972666 0.010055771 0 0.160263717 0.199681615 48126.7064839768 2 0.6 0.6 0.6
offspring_phenotype maternal_prs c -0.0002306517 0.011645583 0.9841982 -0.023055575 0.022594271 48356.0339982855 3 0.6 0.6 0.6
offspring_phenotype paternal_prs b -2.667118e-05 0.011630886 0.9981703 -0.02282279 0.022769447 48356.0339982855 3 0.6 0.6 0.6
offspring_prs maternal_prs i 0.5064696 0.007148685 0 0.492458443 0.520480775 48356.0339982855 3 0.6 0.6 0.6
offspring_prs paternal_prs h 0.497933 0.007194965 0 0.483831137 0.512034881 48356.0339982855 3 0.6 0.6 0.6
offspring_phenotype offspring_prs a 0.3670673 0.01329255 0 0.341014399 0.393120238 48356.0339982855 3 0.6 0.6 0.6
ab a*b ia 0.1859084 0.007225588 0 0.171746548 0.200070334 48356.0339982855 3 0.6 0.6 0.6
db d*b ha 0.1827749 0.00712626 0 0.168807722 0.196742147 48356.0339982855 3 0.6 0.6 0.6
total_mum c+(a*b) total_mum 0.1856778 0.00985808 0 0.166356309 0.204999271 48356.0339982855 3 0.6 0.6 0.6
total_dad f+(d*b) total_dad 0.1827483 0.009921899 0 0.163301698 0.202194828 48356.0339982855 3 0.6 0.6 0.6
offspring_phenotype maternal_prs c 0.006776283 0.011607004 0.5593483 -0.01597303 0.02952559 47898.4867750986 4 0.6 0.6 0.6
offspring_phenotype paternal_prs b 4.622911e-05 0.011687505 0.996844 -0.02286086 0.02295332 47898.4867750986 4 0.6 0.6 0.6
offspring_prs maternal_prs i 0.5042291 0.007014168 0 0.4904816 0.51797663 47898.4867750986 4 0.6 0.6 0.6
offspring_prs paternal_prs h 0.5000688 0.007117238 0 0.48611925 0.51401831 47898.4867750986 4 0.6 0.6 0.6
offspring_phenotype offspring_prs a 0.3609295 0.013436403 0 0.3345946 0.38726433 47898.4867750986 4 0.6 0.6 0.6
ab a*b ia 0.1819911 0.00723257 0 0.16781557 0.19616672 47898.4867750986 4 0.6 0.6 0.6
db d*b ha 0.1804896 0.007193434 0 0.16639069 0.19458843 47898.4867750986 4 0.6 0.6 0.6
total_mum c+(a*b) total_mum 0.1887674 0.00975862 0 0.16964088 0.20789397 47898.4867750986 4 0.6 0.6 0.6
total_dad f+(d*b) total_dad 0.1805358 0.009902018 0 0.16112819 0.19994338 47898.4867750986 4 0.6 0.6 0.6
offspring_phenotype maternal_prs c -0.009846214 0.011642998 0.397733 -0.032666071 0.012973643 48173.1091425222 5 0.6 0.6 0.6
offspring_phenotype paternal_prs b -0.016150509 0.011619438 0.1645422 -0.038924189 0.00662317 48173.1091425222 5 0.6 0.6 0.6
offspring_prs maternal_prs i 0.507588588 0.00711699 0 0.493639544 0.521537632 48173.1091425222 5 0.6 0.6 0.6
offspring_prs paternal_prs h 0.500533298 0.007145198 0 0.486528968 0.514537628 48173.1091425222 5 0.6 0.6 0.6
offspring_phenotype offspring_prs a 0.391682901 0.013319018 0 0.365578105 0.417787698 48173.1091425222 5 0.6 0.6 0.6
ab a*b ia 0.198813771 0.007312742 0 0.18448106 0.213146482 48173.1091425222 5 0.6 0.6 0.6
db d*b ha 0.196050334 0.007230226 0 0.181879351 0.210221317 48173.1091425222 5 0.6 0.6 0.6
total_mum c+(a*b) total_mum 0.188967557 0.00988052 0 0.169602094 0.20833302 48173.1091425222 5 0.6 0.6 0.6
total_dad f+(d*b) total_dad 0.179899825 0.009919681 0 0.160457608 0.199342042 48173.1091425222 5 0.6 0.6 0.6
offspring_phenotype maternal_prs c 0.008955531 0.01165899 0.4424145 -0.013895668 0.031806731 47950.6572540489 6 0.6 0.6 0.6
offspring_phenotype paternal_prs b 0.005583684 0.011629405 0.6311314 -0.01720953 0.028376898 47950.6572540489 6 0.6 0.6 0.6
offspring_prs maternal_prs i 0.500632015 0.007119769 0 0.486677523 0.514586506 47950.6572540489 6 0.6 0.6 0.6
offspring_prs paternal_prs h 0.498109136 0.007110493 0 0.484172826 0.512045447 47950.6572540489 6 0.6 0.6 0.6
offspring_phenotype offspring_prs a 0.351929744 0.013395444 0 0.325675157 0.378184332 47950.6572540489 6 0.6 0.6 0.6
ab a*b ia 0.176187297 0.007159 0 0.162155915 0.190218679 47950.6572540489 6 0.6 0.6 0.6
db d*b ha 0.175299421 0.007126205 0 0.161332315 0.189266527 47950.6572540489 6 0.6 0.6 0.6
total_mum c+(a*b) total_mum 0.185142828 0.009860903 0 0.165815814 0.204469843 47950.6572540489 6 0.6 0.6 0.6
total_dad f+(d*b) total_dad 0.180883105 0.009848056 0 0.161581271 0.200184939 47950.6572540489 6 0.6 0.6 0.6
offspring_phenotype maternal_prs c 0.019257327 0.011609798 0.09717357 -0.003497459 0.04201211 48059.3058550476 7 0.6 0.6 0.6
offspring_phenotype paternal_prs b 0.009913969 0.011589189 0.39230222 -0.012800425 0.03262836 48059.3058550476 7 0.6 0.6 0.6
offspring_prs maternal_prs i 0.503970194 0.007072003 0 0.490109323 0.51783106 48059.3058550476 7 0.6 0.6 0.6
offspring_prs paternal_prs h 0.489938901 0.007151246 0 0.475922717 0.50395509 48059.3058550476 7 0.6 0.6 0.6
offspring_phenotype offspring_prs a 0.360477656 0.013369186 0 0.334274533 0.38668078 48059.3058550476 7 0.6 0.6 0.6
ab a*b ia 0.181669994 0.007203828 0 0.167550751 0.19578924 48059.3058550476 7 0.6 0.6 0.6
db d*b ha 0.176612026 0.007039104 0 0.162815636 0.19040842 48059.3058550476 7 0.6 0.6 0.6
total_mum c+(a*b) total_mum 0.200927321 0.00979235 0 0.181734667 0.22011997 48059.3058550476 7 0.6 0.6 0.6
total_dad f+(d*b) total_dad 0.186525995 0.009902075 0 0.167118285 0.20593371 48059.3058550476 7 0.6 0.6 0.6
offspring_phenotype maternal_prs c -0.006606741 0.011567522 0.5679008 -0.029278669 0.016065186 48081.9033873826 8 0.6 0.6 0.6
offspring_phenotype paternal_prs b -0.00407752 0.011440056 0.7215225 -0.026499617 0.018344578 48081.9033873826 8 0.6 0.6 0.6
offspring_prs maternal_prs i 0.503083711 0.007141369 0 0.489086886 0.517080536 48081.9033873826 8 0.6 0.6 0.6
offspring_prs paternal_prs h 0.494880381 0.007081337 0 0.481001215 0.508759547 48081.9033873826 8 0.6 0.6 0.6
offspring_phenotype offspring_prs a 0.384881831 0.013242012 0 0.358927964 0.410835698 48081.9033873826 8 0.6 0.6 0.6
ab a*b ia 0.19362778 0.007206582 0 0.179503138 0.207752422 48081.9033873826 8 0.6 0.6 0.6
db d*b ha 0.190470467 0.007097381 0 0.176559856 0.204381078 48081.9033873826 8 0.6 0.6 0.6
total_mum c+(a*b) total_mum 0.187021038 0.009847952 0 0.167719407 0.20632267 48081.9033873826 8 0.6 0.6 0.6
total_dad f+(d*b) total_dad 0.186392948 0.009765169 0 0.167253568 0.205532327 48081.9033873826 8 0.6 0.6 0.6
offspring_phenotype maternal_prs c 0.018975179 0.011529756 0.09981376 -0.003622728 0.041573085 48007.8852689512 9 0.6 0.6 0.6
offspring_phenotype paternal_prs b -0.009498019 0.011652122 0.4149967 -0.032335759 0.013339721 48007.8852689512 9 0.6 0.6 0.6
offspring_prs maternal_prs i 0.500156568 0.007026747 0 0.486384396 0.513928739 48007.8852689512 9 0.6 0.6 0.6
offspring_prs paternal_prs h 0.505766355 0.007099175 0 0.491852227 0.519680483 48007.8852689512 9 0.6 0.6 0.6
offspring_phenotype offspring_prs a 0.361734402 0.013367814 0 0.335533968 0.387934835 48007.8852689512 9 0.6 0.6 0.6
ab a*b ia 0.180923837 0.007152861 0 0.166904486 0.194943187 48007.8852689512 9 0.6 0.6 0.6
db d*b ha 0.18295309 0.007232268 0 0.168778105 0.197128074 48007.8852689512 9 0.6 0.6 0.6
total_mum c+(a*b) total_mum 0.199899015 0.009731059 0 0.180826491 0.21897154 48007.8852689512 9 0.6 0.6 0.6
total_dad f+(d*b) total_dad 0.173455071 0.009831361 0 0.154185957 0.192724185 48007.8852689512 9 0.6 0.6 0.6
offspring_phenotype maternal_prs c -0.007134239 0.011616632 0.5391228 -0.029902419 0.015633942 48056.2888460492 10 0.6 0.6 0.6
offspring_phenotype paternal_prs b -0.010285186 0.011635919 0.376741 -0.033091167 0.012520795 48056.2888460492 10 0.6 0.6 0.6
offspring_prs maternal_prs i 0.499023675 0.0071471 0 0.485015616 0.513031734 48056.2888460492 10 0.6 0.6 0.6
offspring_prs paternal_prs h 0.501145725 0.007149917 0 0.487132146 0.515159304 48056.2888460492 10 0.6 0.6 0.6
offspring_phenotype offspring_prs a 0.393612147 0.013326638 0 0.367492417 0.419731876 48056.2888460492 10 0.6 0.6 0.6
ab a*b ia 0.19642178 0.007220845 0 0.182269184 0.210574376 48056.2888460492 10 0.6 0.6 0.6
db d*b ha 0.197257045 0.007247329 0 0.18305254 0.211461549 48056.2888460492 10 0.6 0.6 0.6
total_mum c+(a*b) total_mum 0.189287541 0.009931443 0 0.16982227 0.208752812 48056.2888460492 10 0.6 0.6 0.6
total_dad f+(d*b) total_dad 0.186971858 0.009935357 0 0.167498916 0.2064448 48056.2888460492 10 0.6 0.6 0.6
offspring_phenotype maternal_prs c 9.01619e-05 0.011498318 0.9937436 -0.022446127 0.022626451 48039.7925471043 11 0.6 0.6 0.6
offspring_phenotype paternal_prs b -0.0124218209 0.011677792 0.2874587 -0.035309873 0.010466231 48039.7925471043 11 0.6 0.6 0.6
offspring_prs maternal_prs i 0.4971508409 0.007013871 0 0.483403907 0.510897775 48039.7925471043 11 0.6 0.6 0.6
offspring_prs paternal_prs h 0.5055923773 0.007118512 0 0.49164035 0.519544405 48039.7925471043 11 0.6 0.6 0.6
offspring_phenotype offspring_prs a 0.3733170485 0.013374633 0 0.347103249 0.399530848 48039.7925471043 11 0.6 0.6 0.6
ab a*b ia 0.1855948846 0.007146188 0 0.171588614 0.199601155 48039.7925471043 11 0.6 0.6 0.6
db d*b ha 0.188746254 0.007265554 0 0.17450603 0.202986478 48039.7925471043 11 0.6 0.6 0.6
total_mum c+(a*b) total_mum 0.1856850465 0.00973937 0 0.166596233 0.20477386 48039.7925471043 11 0.6 0.6 0.6
total_dad f+(d*b) total_dad 0.1763244332 0.009884673 0 0.15695083 0.195698037 48039.7925471043 11 0.6 0.6 0.6
offspring_phenotype maternal_prs c -0.011966274 0.011457313 0.29629003 -0.034422194 0.010489647 48025.2958372892 12 0.6 0.6 0.6
offspring_phenotype paternal_prs b 0.020529103 0.011442588 0.07279782 -0.001897957 0.042956163 48025.2958372892 12 0.6 0.6 0.6
offspring_prs maternal_prs i 0.49163698 0.007113247 0 0.477695273 0.505578687 48025.2958372892 12 0.6 0.6 0.6
offspring_prs paternal_prs h 0.494956399 0.007076632 0 0.481086455 0.508826342 48025.2958372892 12 0.6 0.6 0.6
offspring_phenotype offspring_prs a 0.359991853 0.013250189 0 0.334021959 0.385961747 48025.2958372892 12 0.6 0.6 0.6
ab a*b ia 0.176985308 0.006999509 0 0.163266522 0.190704093 48025.2958372892 12 0.6 0.6 0.6
db d*b ha 0.178180271 0.007035678 0 0.164390596 0.191969946 48025.2958372892 12 0.6 0.6 0.6
total_mum c+(a*b) total_mum 0.165019034 0.009766851 0 0.145876358 0.18416171 48025.2958372892 12 0.6 0.6 0.6
total_dad f+(d*b) total_dad 0.198709374 0.009716577 0 0.179665233 0.217753515 48025.2958372892 12 0.6 0.6 0.6
offspring_phenotype maternal_prs c 0.0110957541 0.011517139 0.3353406 -0.0114774241 0.0336689322 47985.169132697 13 0.6 0.6 0.6
offspring_phenotype paternal_prs b -0.0042699328 0.011513783 0.7107463 -0.0268365322 0.0182966667 47985.169132697 13 0.6 0.6 0.6
offspring_prs maternal_prs i 0.5007466167 0.007145458 0 0.4867417759 0.5147514576 47985.169132697 13 0.6 0.6 0.6
offspring_prs paternal_prs h 0.5013984443 0.007137779 0 0.4874086555 0.5153882331 47985.169132697 13 0.6 0.6 0.6
offspring_phenotype offspring_prs a 0.3884329637 0.013199582 0 0.3625622591 0.4143036684 47985.169132697 13 0.6 0.6 0.6
ab a*b ia 0.1945064924 0.007168751 0 0.1804559983 0.2085569866 47985.169132697 13 0.6 0.6 0.6
db d*b ha 0.1947596837 0.007175532 0 0.1806959002 0.2088234673 47985.169132697 13 0.6 0.6 0.6
total_mum c+(a*b) total_mum 0.2056022465 0.009831615 0 0.1863326352 0.2248718578 47985.169132697 13 0.6 0.6 0.6
total_dad f+(d*b) total_dad 0.190489751 0.009821048 0 0.1712408502 0.2097386518 47985.169132697 13 0.6 0.6 0.6
offspring_phenotype maternal_prs c 0.0046502785 0.011558149 0.6874356 -0.0180032781 0.0273038352 47924.3286928029 14 0.6 0.6 0.6
offspring_phenotype paternal_prs b -0.0178361229 0.011578816 0.1234605 -0.0405301845 0.0048579387 47924.3286928029 14 0.6 0.6 0.6
offspring_prs maternal_prs i 0.5028237576 0.007158193 0 0.4887939566 0.5168535587 47924.3286928029 14 0.6 0.6 0.6
offspring_prs paternal_prs h 0.5053684559 0.007159404 0 0.4913362814 0.5194006305 47924.3286928029 14 0.6 0.6 0.6
offspring_phenotype offspring_prs a 0.3706485847 0.013212731 0 0.3447521084 0.3965450611 47924.3286928029 14 0.6 0.6 0.6
ab a*b ia 0.1863709141 0.007153863 0 0.1723496012 0.2003922271 47924.3286928029 14 0.6 0.6 0.6
db d*b ha 0.187314103 0.007185264 0 0.1732312448 0.2013969611 47924.3286928029 14 0.6 0.6 0.6
total_mum c+(a*b) total_mum 0.1910211927 0.009823021 0 0.1717684258 0.2102739595 47924.3286928029 14 0.6 0.6 0.6
total_dad f+(d*b) total_dad 0.1694779801 0.009824683 0 0.1502219561 0.188734004 47924.3286928029 14 0.6 0.6 0.6
offspring_phenotype maternal_prs c 0.0145569792 0.011547359 0.2074412 -0.0080754295 0.037189388 47672.2435792144 15 0.6 0.6 0.6
offspring_phenotype paternal_prs b 0.0105489045 0.011442419 0.3565744 -0.0118778254 0.0329756343 47672.2435792144 15 0.6 0.6 0.6
offspring_prs maternal_prs i 0.4931991253 0.007089408 0 0.4793041401 0.5070941105 47672.2435792144 15 0.6 0.6 0.6
offspring_prs paternal_prs h 0.493177444 0.00699374 0 0.4794699659 0.5068849222 47672.2435792144 15 0.6 0.6 0.6
offspring_phenotype offspring_prs a 0.3602145143 0.013370853 0 0.3340081234 0.3864209052 47672.2435792144 15 0.6 0.6 0.6
ab a*b ia 0.1776574834 0.007071687 0 0.1637972306 0.1915177361 47672.2435792144 15 0.6 0.6 0.6
db d*b ha 0.1776496734 0.007059045 0 0.163814199 0.1914851479 47672.2435792144 15 0.6 0.6 0.6
total_mum c+(a*b) total_mum 0.1922144626 0.009817107 0 0.172973286 0.2114556393 47672.2435792144 15 0.6 0.6 0.6
total_dad f+(d*b) total_dad 0.1881985779 0.009684629 0 0.169217053 0.2071801029 47672.2435792144 15 0.6 0.6 0.6
offspring_phenotype maternal_prs c 0.013753382 0.01124342 0.2212397 -0.008283317 0.03579008 49109.8229661299 1 0.6 0.6 0.7
offspring_phenotype paternal_prs b 0.004562753 0.011250031 0.6850535 -0.017486902 0.02661241 49109.8229661299 1 0.6 0.6 0.7
offspring_prs maternal_prs i 0.500209542 0.007063596 0 0.486365149 0.51405394 49109.8229661299 1 0.6 0.6 0.7
offspring_prs paternal_prs h 0.507027604 0.007021094 0 0.493266512 0.5207887 49109.8229661299 1 0.6 0.6 0.7
offspring_phenotype offspring_prs a 0.325580724 0.012990117 0 0.300120563 0.35104089 49109.8229661299 1 0.6 0.6 0.7
ab a*b ia 0.162858585 0.006892757 0 0.14934903 0.17636814 49109.8229661299 1 0.6 0.6 0.7
db d*b ha 0.165078415 0.006971762 0 0.151414012 0.17874282 49109.8229661299 1 0.6 0.6 0.7
total_mum c+(a*b) total_mum 0.176611968 0.009459508 0 0.158071672 0.19515226 49109.8229661299 1 0.6 0.6 0.7
total_dad f+(d*b) total_dad 0.169641168 0.00940259 0 0.151212429 0.18806991 49109.8229661299 1 0.6 0.6 0.7
